Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.MaterialManager.Materials.WoodPlanksMaterial,,,Wood Planks Material,Wood Planks Material,مادة الألواح الخشبية,Holzbohlenmaterial,Material de tablones de madera,Matériau de planches de bois,वुड प्लैंक मटीरियल,Material Papan Kayu,Materiale Assi Di Legno,木の板素材,나무 판자 재질,Materiał deski drewniane,Material de tábuas,,วัสดุแผ่นไม้,Ahşap Kalas Malzeme,Vật Liệu Ván Gỗ,木板材质,木板材质,木板材質
Studio.MaterialManager.MaterialTextures.Color,,,Color,Color,اللون,Farbe,Color,Couleur,रंग,Warna,Colore,色,색상,Mapa kolorów,Cor,,สี,Renk,Màu Sắc,颜色,颜色,顏色
Studio.MaterialManager.MaterialTextures.Normal,,,Normal,Normal,عادي,Normal,Normal,Normal,नॉर्मल,Normal,Normale,標準,일반,Mapa normalnych,Normal,,ปกติ,Normal,Bình Thường,标准,标准,普通
Studio.MaterialManager.MaterialTextures.Metalness,,,Metalness,Metalness,درجة المعدنية,Metallartigkeit,Metalidad,Métallurgie,मेटलनेस,Kelogaman,Metallità,金属度,금속성,Mapa metaliczności,Metalidade,,ความเป็นโลหะ,Metaliklik,Kim Loại,金属度,金属度,金屬度
Studio.MaterialManager.MaterialTextures.Roughness,,,Roughness,Roughness,الخشونة,Rauheit,Rugosidad,Rugosité,रफ़नेस,Kekasaran,Ruvidità,粗さ,거칠기,Mapa chropowatości,Aspereza,,ความขรุขระ,Pürüzlülük,Độ Nhám,粗糙度,粗糙度,粗糙度
Studio.MaterialManager.MaterialTextures.TextureMaps,,,Texture Maps,Texture Maps,خرائط الهيئة,Textur-Maps,Mapas de textura,Cartes des textures,टेक्स्चर मैप्स,Peta Tekstur,Mappe Texture,テクスチャマップ,텍스처 맵,Mapy tekstur,Mapas de textura,,แผนที่พื้นผิว,Doku Haritaları,Bản Đồ Kết Cấu,纹理地图,纹理地图,紋理圖
Studio.MaterialManager.MaterialInformation.CreateVariant,,,Create Variant,Create Variant,إنشاء متغير,Variante erstellen,Crear variante,Créer une variante,वेरिएंट क्रिएट करें,Buat Varian,Crea Variante,バリエーションを作成,변형 만들기,Utwórz wariant,Criar variante,,สร้างตัวแปร,Çeşit oluştur,Tạo Biến Thể,创建变量,创建变量,建立變種
Studio.MaterialManager.MaterialInformation.ResetPartMaterial,,,Reset Part Material,Reset Part Material,إعادة تعيين مادة الجزء,Teilmaterial zurücksetzen,Restablecer material de la pieza,Réinitialiser le matériel de la pièce,पार्ट मटीरियल रीसेट करें,Reset Material Komponen,Reimposta Materiale Della Parte,パーツ素材をリセット,파트 재질 재설정,Zresetuj materiał części,Reiniciar o material da parte,,รีเซ็ตวัสดุส่วนประกอบ,Parça malzemesini sıfırla,Đặt Lại Vật Liệu Bộ Phận,重置部件材质,重置部件材质,重置零件材質
Studio.MaterialManager.MaterialInformation.ResetTerrainMaterial,,,Reset Terrain Material,Reset Terrain Material,إعادة تعيين مادة التضاريس,Geländematerial zurücksetzen,Restablecer material del terreno,Réinitialiser le matériau du terrain,टेरेन मटीरियल रीसेट करें,Reset Material Medan,Reimposta Materiale Terreno,地形の素材をリセット,지형 재질 재설정,Zresetuj materiał terenu,Reiniciar o material do terreno,,รีเซ็ตวัสดุภูมิประเทศ,Arazi malzemesini sıfırla,Đặt Lại Vật Liệu Địa Hình,重置地形材质,重置地形材质,重置地形材質
Studio.MaterialManager.MaterialInformation.ResetMaterial,,,Reset Material,Reset Material,إعادة تعيين المادة,Material zurücksetzen,Restablecer material,Réinitialiser le matériau,मटीरियल रीसेट करें,Reset Material,Reimposta Materiale,素材をリセット,재질 재설정,Zresetuj materiał,Reiniciar o material,,รีเซ็ตวัสดุ,Malzemeyi sıfırla,Đặt Lại Vật Liệu,重置材质,重置材质,重置材質
Studio.MaterialManager.MaterialInformation.Edit,,,Edit,Edit,تحرير,Bearbeiten,Editar,Modifier,एडिट करें,Edit,Modifica,編集する,편집,Edytuj,Editar,,แก้ไข,Düzenle,Chỉnh Sửa,编辑,编辑,編輯
Studio.MaterialManager.MaterialInformation.SetPartOverride,,,Set Part Override,Set Part Override,إعداد تجاوز الجزء,Teilüberschreibung festlegen,Establecer reemplazo de la pieza,Définir le remplacement de pièce,पार्ट ओवरराइड सेट करें,Atur Penggantian Komponen,Impostare la sostituzione della parte,パーツのオーバーライドを設定,파트 재정의 설정,Ustaw zastępowanie dla części,Definir substituição de parte,,กำหนดการแทนที่ส่วนประกอบ,Parça üstünlüğü belirle,Đặt Ghi Đè Bộ Phận,设置部件覆盖,设置部件覆盖,設定零件覆寫
Studio.MaterialManager.MaterialInformation.SetTerrainOverride,,,Set Terrain Override,Set Terrain Override,إعداد تجاوز التضاريس,Geländeüberschreibung festlegen,Establecer reemplazo del terreno,Définir le remplacement du terrain,टेरेन ओवरराइड सेट करें,Atur Penggantian Medan,Imposta la sostituzione del terreno,地形のオーバーライドを設定,지형 재정의 설정,Ustaw zastępowanie dla terenu,Definir Substituição de terreno,,กำหนดการแทนที่ภูมิประเทศ,Arazi üstünlüğü belirle,Đặt Ghi Đè Địa Hình,设置地形覆盖,设置地形覆盖,設定地形覆寫
Studio.MaterialManager.MaterialInformation.SetOverride,,,Set Override,Set Override,إعداد التجاوز,Überschreibung festlegen,Establecer reemplazo,Définir la substitution,ओवरराइड सेट करें,Atur Penggantian,Imposta Sostituisci,オーバーライドを設定,재정의 설정,Ustaw zastępowanie,Definir substituição,,กำหนดการแทนที่,Üstünlük belirle,Đặt Ghi Đè,设置覆盖,设置覆盖,設定覆寫
Studio.MaterialManager.MaterialInformation.ClearPartOverride,,,Clear Part Override,Clear Part Override,مسح تجاوز الجزء,Teilüberschreibung löschen,Eliminar reemplazo de la pieza,Effacer la substitution de pièce,पार्ट ओवरराइड डिलीट करें,Hapus Penggantian Komponen,Cancella Parte Sostituzione,パーツのオーバーライドを消す,파트 재정의 지우기,Wyczyść zastępowanie dla części,Limpar substituição de parte,,เคลียร์การแทนที่ส่วนประกอบ,Parça üstünlüğü temizle,Dọn Sạch Ghi Đè Bộ Phận,清除部件覆盖,清除部件覆盖,清除零件覆寫
Studio.MaterialManager.MaterialInformation.ClearTerrainOverride,,,Clear Terrain Override,Clear Terrain Override,مسح تجاوز التضاريس,Geländeüberschreibung löschen,Eliminar reemplazo del terreno,Effacer le remplacement du terrain,टेरेन ओवरराइड को डिलीट करें,Hapus Penggantian Medan,Cancella Sostituzione Terreno,地形のオーバーライドを消す,지형 재정의 지우기,Wyczyść zastępowanie dla terenu,Limpar substituição de terreno,,เคลียร์การแทนที่ภูมิประเทศ,Arazi üstünlüğünü temizle,Dọn Sạch Ghi Đè Địa Hình,清除地形覆盖,清除地形覆盖,清除地形覆寫
Studio.MaterialManager.MaterialInformation.ClearOverride,,,Clear Override,Clear Override,مسح التجاوز,Überschreibung löschen,Eliminar reemplazo,Effacer la substitution,ओवरराइड डिलीट करें,Hapus Penggantian,Cancella Sostituzione,オーバーライドを消す,재정의 지우기,Wyczyść zastępowanie,Limpar substituição,,เคลียร์การแทนที่,Üstünlüğü temizle,Dọn Sạch Ghi Đè,清除覆盖,清除覆盖,清除覆寫
Studio.MaterialManager.MaterialOverrides.MaterialOverrides,,,Material Overrides,Material Overrides,تجاوزات المواد,Materialüberschreibungen,Cambios de material,Substitutions de matériel,मटीरियल ओवरराइड,Penggantian Material,Sostituzione Materiale,素材のオーバーライド,재질 재정의,Zastępowanie materiałów,Substituições de material,,การแทนที่วัสดุ,Malzeme Üstünlükleri,Ghi Đè Vật Liệu,材质覆盖,材质覆盖,材質覆寫
Studio.MaterialManager.Categories.Materials,,,Materials,Materials,المواد,Materialien,Materiales,Matériel,मटीरियल,Material,Materiale,素材,재질,Materiały,Materiais,,วัสดุ,Malzemeler,Vật Liệu,材质,材质,材質
Studio.MaterialManager.Categories.Organic,,,Organic,Organic,عضوي,Organisch,Orgánico,Organique,ऑर्गेनिक,Organik,Organico,オーガニック,오가닉,Organiczny,Orgânico,,ออร์แกนิก,Organik,Hữu Cơ,不规则,不规则,不規則
Studio.MaterialManager.Categories.Sand,,,Sand,Sand,رمل,Sand,Arena,4000,रेत,Pasir,Sabbia,砂,모래,Piasek,Areia,,ทราย,Kum,Cát,沙,沙,沙
Studio.MaterialManager.Categories.Concrete,,,Concrete,Concrete,خرسانة,Beton,Hormigón,Béton,कंक्रीट,Beton,Cemento,コンクリート,콘크리트,Beton,Concreto,,คอนกรีต,Beton,Bê Tông,水泥,水泥,混凝土
Studio.MaterialManager.Categories.Plastic,,,Plastic,Plastic,بلاستيك,Plastik,Plástico,Plastique,प्लास्टिक,Plastik,Plastica,プラスチック,플라스틱,Plastik,Plástico,,พลาสติก,Plastik,Nhựa,塑料,塑料,塑膠
Studio.MaterialManager.Materials.Snow,,,Snow,Snow,ثلج,Schnee,Nieve,Neige,बर्फ़,Salju,Neve,雪,눈,Śnieg,Neve,,หิมะ,Kar,Tuyết,雪,雪,雪
Studio.MaterialManager.MaterialOverrides.SetOverride,,,Set Override,Set Override,إعداد التجاوز,Überschreibung festlegen,Establecer reemplazo,Définir la substitution,ओवरराइड सेट करें,Atur Penggantian,Imposta Sostituisci,オーバーライドを設定,재정의 설정,Ustaw zastępowanie,Definir substituição,,กำหนดการแทนที่,Üstünlük belirle,Đặt Ghi Đè,设置覆盖,设置覆盖,設定覆寫
Studio.MaterialManager.Materials.SnowVariant,,,Snow Variant,Snow Variant,متغير الثلج,Schneevariante,Variante de nieve,Variante de la neige,स्नो वेरिएंट,Varian Salju,Variante Neve,雪のバリエーション,눈 변형,Wariant śniegu,Variante de neve,,ตัวแปรหิมะ,Kar Çeşidi,Biến Thể Tuyết,雪变量,雪变量,雪變種
Studio.MaterialManager.Materials.SnowMaterial,,,Snow Material,Snow Material,مادة الثلج,Schneematerial,Material de nieve,Matériel de neige,स्नो मटीरियल,Material Salju,Materiale Neve,雪の素材,눈 재질,Materiał śnieg,Variante de neve,,วัสดุหิมะ,Kar Malzeme,Vật Liệu Tuyết,雪材质,雪材质,雪材質
Studio.MaterialManager.MaterialStatus.MissingMaterial,,,Unable to find a MaterialVariant matching the name and override material in MaterialService.,Unable to find a MaterialVariant matching the name and override material in MaterialService.,تعذر العثور على متغير المادة الذي يطابق الاسم وتجاوز المادة في خدمة المادة.,"Es konnte keine MaterialVariant gefunden werden, die mit dem Namen und dem Überschreibungsmaterial im MaterialService übereinstimmt.",No se puede encontrar un MaterialVariant que coincida con el nombre y reemplace el material en MaterialService.,Impossible de trouver un MaterialVariant correspondant au nom et au matériau de remplacement de MaterialService.,MaterialService में नाम और ओवरराइड मटीरियल से मैच करने वाला MaterialVariant नहीं मिला.,Tidak ditemukan MaterialVariant yang cocok dengan nama tersebut dan material pengganti di MaterialService.,Impossibile trovare un MaterialeVariante corrispondente al nome e sostituire il materiale in MaterialService.,MaterialService で一致する名前とオーバーライド素材の MaterialVariant が見つかりません。,MaterialService에서 이름 및 재정의 재질과 일치하는 MaterialVariant를 찾을 수 없습니다.,Nie można znaleźć elementu MaterialVariant pasującego do nazwy i zastąpić materiału w elemencie MaterialService.,Não é possível encontrar um MaterialVariant que corresponda ao nome e material de substituição no MaterialService.,,ไม่พบ MaterialVariant ที่ตรงกับชื่อและวัสดุการแทนที่ใน MaterialService,MaterialService'teki ad ve üstünlük malzemesiyle eşleşen MaterialVariant bulunamadı.,Không thể tìm thấy MaterialVariant khớp với tên và ghi đè vật liệu trong MaterialService.,无法在 MaterialService 中找到符合名称及覆盖材质的 MaterialVariant。,无法在 MaterialService 中找到符合名称及覆盖材质的 MaterialVariant。,無法在 MaterialService 中找到符合名稱和覆寫材質的 MaterialVariant。
Studio.MaterialManager.MaterialStatus.DuplicateMaterial,,,"Found multiple MaterialVariants matching the name and override material in MaterialService, this may cause unexpected behavior at runtime.","Found multiple MaterialVariants matching the name and override material in MaterialService, this may cause unexpected behavior at runtime.",تم العثور على العديد من متغيرات المادة التي تطابق الاسم وتجاوز المادة في خدمة المادة، وقد يتسبب ذلك في سلوك غير متوقع أثناء وقت التشغيل.,"Es wurden mehrere MaterialVariants gefunden, die mit dem Namen und dem Überschreibungsmaterial im MaterialService übereinstimmen. Dies kann zu unerwartetem Verhalten während der Laufzeit führen.",Encontrados múltiples MaterialVariants que coinciden con el nombre y reemplazan el material en MaterialService. Esto puede causar un comportamiento inesperado en el tiempo de ejecución.,Plusieurs MaterialVariants correspondant au nom et au matériau de remplacement de MaterialService ont été trouvés. Cela pourrait avoir des résultats inattendus.,"MaterialService में नाम और ओवरराइड मटीरियल से मैच करने वाले कई MaterialVariants मिले, इससे रनटाइम के दौरान उम्मीद से अलग व्यवहार हो सकता है.",Ditemukan beberapa MaterialVariant yang cocok dengan nama tersebut dan material pengganti di MaterialService. Ini dapat menyebabkan perilaku tidak terduga saat runtime.,"Trovato più MaterialVarianti che corrispondono al nome e sostituiscono il materiale in MaterialService, questo può causare un comportamento inatteso in fase di esecuzione.",MaterialService で名前とオーバーライド素材に一致する複数の MaterialVariant が見つかりました。これは実行時に予期しない動作を引き起こす可能性があります。,MaterialService에서 이름 및 재정의 재질과 일치하는 여러 MaterialVariant를 찾았습니다. 이로 인해 런타임 시 예기치 않은 동작이 발생할 수 있습니다.,Znaleziono kilka elementów MaterialVariants pasujących do nazwy i zastąpiono materiał w elemencie MaterialService. Może to spowodować nieoczekiwane zachowanie po uruchomieniu.,"Encontrados múltiplos MaterialVariant que correspondem ao nome e ao material de substituição do MaterialService, isso pode causar um comportamento inesperado no tempo de execução.",,พบ MaterialVariant หลายรายการที่ตรงกับชื่อและวัสดุการแทนที่ใน MaterialService การดำเนินการนี้อาจก่อให้เกิดพฤติกรรมที่รันไทม์ที่ไม่คาดคิด,"MaterialService'teki ad ve üstünlük malzemesiyle eşleşen birden fazla MaterialVariant bulundu. Bu, çalışma zamanında beklenmedik durumlara yol açabilir.","Tìm thấy nhiều MaterialVariants trùng tên và ghi đè vật liệu trong MaterialService, điều này có thể gây ra hành vi không mong muốn khi chạy.",MaterialService 中找到多个符合名称和覆盖材质的 MaterialVariant，这可能会在运行时发生异常。,MaterialService 中找到多个符合名称和覆盖材质的 MaterialVariant，这可能会在运行时发生异常。,MaterialService 中找到多個符合名稱和覆寫材質的 MaterialVariant，執行階段可能會發生異常行為。
Studio.MaterialManager.CreateDialog.AdditionalProperties,,,Additional,Additional,إضافي,Zusätzlich,Adicional,Supplémentaire,अतिरिक्त,Tambahan,Ulteriori,追加,추가,Dodatkowe,Adicional,,เพิ่มเติม,Ek,Thêm,额外,额外,額外
Studio.MaterialManager.MaterialAdditional.Additional,,,Additional,Additional,إضافي,Zusätzlich,Adicional,Supplémentaire,अतिरिक्त,Tambahan,Ulteriori,追加,추가,Dodatkowe,Adicional,,เพิ่มเติม,Ek,Thêm,额外,额外,額外
Studio.MaterialManager.MaterialAdditional.StudsPerTile,,,Studs Per Tile,Studs Per Tile,أزرار لكل لوحة,Noppen pro Kachel,Studs por mosaico,Montants par carreau,हर टाइल में स्टड की संख्या,Kotak Per Ubin,Studs Per Mattonella,タイルあたりのマス数,타일당 스터드 수,Liczba studów na pole,Quadrículas por ladrilho,,Stud ต่อชิ้นส่วน,Karo başına birimkare,Stud/Ô,单一砖块格数,单一砖块格数,單一磚格磚塊數
Studio.MaterialManager.MaterialAdditional.MaterialPattern,,,Material Pattern,Material Pattern,نمط المادة,Materialmuster,Patrón del material,Motif de matériau,मटीरियल पैटर्न,Pola Material,Tipo Materiale,素材のパターン,재질 패턴,Wzór materiału,Padrão de material,,รูปแบบวัสดุ,Malzeme Deseni,Họa Tiết Vật Liệu,材质纹理,材质纹理,材質紋路
Studio.MaterialManager.CreateDialog.ErrorStudsPerTile,,,Studs Per Tile should be positive,Studs Per Tile should be positive,يجب أن تكون الأزرار موجبة لكل لوحة,Noppen pro Kachel sollten positiv sein,Los studs por mosaico deben ser positivos,Les montants par tuile doivent être positifs,हर टाइल में स्टड पॉज़िटिव होना चाहिए,Kotak Per Ubin harus bernilai positif,Studs per mattonella dovrebbe essere in positivo,タイルあたりのマス数は正の値でなければなりません,타일 당 스터드 수는 양수여야 합니다,Liczba studów na pole powinna być wartością dodatnią,Quadrículas por ladrilho deve ser positivo,,Stud ต่อชิ้นส่วนควรเป็นบวก,Karo başına birimkare değeri pozitif olmalı,Stud/Ô phải là giá trị dương,单一砖块格数应为正数,单一砖块格数应为正数,單一磚格磚塊數應為正數
Studio.MaterialManager.CreateDialog.StudsPerTileVariant,,,Studs Per Tile,Studs Per Tile,أزرار لكل لوحة,Noppen pro Kachel,Studs por mosaico,Montants par carreau,हर टाइल में स्टड की संख्या,Kotak Per Ubin,Studs Per Mattonella,タイルあたりのマス数,타일당 스터드 수,Liczba studów na pole,Quadrículas por ladrilho,,Stud ต่อชิ้นส่วน,Karo başına birimkare,Stud/Ô,单一砖块格数,单一砖块格数,單一磚格磚塊數
Studio.MaterialManager.CreateDialog.MaterialPatternVariant,,,Material Pattern,Material Pattern,نمط المادة,Materialmuster,Patrón del material,Motif de matériau,मटीरियल पैटर्न,Pola Material,Tipo Materiale,素材のパターン,재질 패턴,Wzór materiału,Padrão de material,,รูปแบบวัสดุ,Malzeme Deseni,Họa Tiết Vật Liệu,材质纹理,材质纹理,材質紋路
Studio.MaterialManager.Callout.MaterialManagerApplyDescription,,,Click here to apply the selected material to the selected parts,Click here to apply the selected material to the selected parts,اضغط هنا لتطبيق المادة المحددة على الأجزاء المحددة,"Klicke hier, um das ausgewählte Material auf die ausgewählten Teile anzuwenden",Haz clic aquí para aplicar el material seleccionado a las piezas seleccionadas,Cliquez ici pour appliquer le matériau sélectionné aux pièces sélectionnées,"चुने गए हिस्सों पर चुना हुआ मटीरियल लागू करने के लिए, यहाँ क्लिक करें",Klik di sini untuk menerapkan material yang dipilih ke komponen yang dipilih,Fare clic qui per applicare il materiale selezionato alle parti selezionate,ここをクリックして、選択したパーツに選択した素材を適用,"여기를 클릭해, 선택한 재질을 선택한 파트에 적용하세요","Kliknij tutaj, aby zastosować zaznaczony materiał do zaznaczonych części",Clique aqui para aplicar o material selecionado às partes selecionadas,,คลิกที่นี่เพื่อปรับใช้วัสดุที่เลือกกับส่วนประกอบที่เลือก,Seçili malzemeyi seçili parçalara uygulamak için buraya tıkla,Nhấp vào đây để áp dụng vật liệu đã chọn cho các bộ phận đã chọn,点按此处将选定材质应用至所选部件,点按此处将选定材质应用至所选部件,點擊將選取材質套用到選取零件
Studio.MaterialManager.MaterialPatterns.Regular,,,Regular,Regular,عادي,Regulär,Regular,Régulier,रेग्युलर,Biasa,Regolare,標準,일반,Zwykły,Regular,,ปกติ,Sıradan,Thông Thường,标准,标准,標準
Studio.MaterialManager.MaterialPatterns.Organic,,,Organic,Organic,عضوي,Organisch,Orgánico,Organique,ऑर्गेनिक,Organik,Organico,オーガニック,오가닉,Organiczny,Orgânico,,ออร์แกนิก,Organik,Hữu Cơ,不规则,不规则,不規則
Studio.MaterialManager.Categories.Special,,,Special,Special,خاص,Spezial,Especial,Spécial,विशेष,Spesial,Speciale,スペシャル,스페셜,Specjalny,Especial,,พิเศษ,Özel,Đặc Biệt,特殊,特殊,特殊
Studio.MaterialManager.ViewType.Grid,,,Grid,Grid,شبكة,Raster,Cuadrícula,Grille,ग्रिड,Kisi,Griglia,グリッド,그리드,Siatka,Grade,,กริด,Kılavuz,Lưới,方格,方格,方格
Studio.MaterialManager.ViewType.List,,,List,List,القائمة,Liste,Lista,Liste,सूची (लिस्ट),Daftar,Elenco,リスト,목록,Lista,Lista,,รายการ,Liste,Danh Sách,列表,列表,清單
Studio.MaterialManager.TopBar.MaterialAsTool,,,Paint parts with selected material,Paint parts with selected material,طلاء الأجزاء بمادة محددة,Teile mit ausgewähltem Material bemalen,Pintar piezas con el material seleccionado,Peindre des pièces avec le matériau sélectionné,चुने हुए मटीरियल से पार्ट्स को पेंट करें,Cat komponen dengan material yang dipilih,Disegna parti con il materiale scelto,選択した素材でパーツをペイントする,선택한 재질로 파트를 칠합니다,Pomaluj części zaznaczonym materiałem,Pintar partes com material selecionado,,ทาสีส่วนประกอบด้วยวัสดุที่เลือก,Parçaları seçili malzeme ile boya,Sơn các bộ phận bằng vật liệu đã chọn,使用所选材质为部件涂色,使用所选材质为部件涂色,使用選取材質為零件上漆
Studio.MaterialManager.MaterialInformation.Delete,,,Delete,Delete,حذف,Löschen,Eliminar,Supprimer,डिलीट करें,Hapus,Elimina,削除,삭제,Usuń,Excluir,,ลบ,Sil,Xóa,删除,删除,刪除
Studio.MaterialManager.CreateDialog.ErrorUploadFromFileMap,,,Failed to upload Texture Map,Failed to upload Texture Map,فشل تحميل خريطة الهيئة,Fehler beim Upload der Textur-Map,Error al cargar el mapa de textura,Échec du téléchargement de la carte des textures,टेक्सचर मैप अपलोड नहीं किया जा सका,Gagal meng-upload Peta Tekstur,Impossibile caricare la Mappa Texture,テクスチャマップをアップロードできませんでした,텍스처 맵을 업로드하지 못했습니다,Nie udało się przesłać mapy tekstur,Falha no upload do mapa de textura,,อัปโหลดแผนที่พื้นผิวไม่สำเร็จ,Doku haritası yüklenemedi,Không tải lên được Bản Đồ Kết Cấu,上传纹理地图失败,上传纹理地图失败,無法上傳紋理圖
Studio.MaterialManager.CreateDialog.ErrorUploadFromFileMapToLarge,,,Failed to upload: file is too large,Failed to upload: file is too large,فشل التحميل: الملف كبير جدًا,Upload fehlgeschlagen: Datei ist zu groß,Error al cargar: el archivo es demasiado grande,Impossible de télécharger : le fichier est trop volumineux,अपलोड नहीं हो सका : फ़ाइल बहुत बड़ी है,Upload gagal: file terlalu besar,Caricamento non riuscito: file troppo grande,アップロードできませんでした。ファイルが大きすぎます,업로드 실패: 파일이 너무 큽니다,Nie udało się przesłać: plik jest za duży,Falha no upload: o arquivo é grande demais,,อัปโหลดไม่สำเร็จ: ไฟล์มีขนาดใหญ่เกินไป,Yükleme başarısız: dosya çok büyük,Không tải lên được: tệp quá lớn,上传失败：文件太大,上传失败：文件太大,無法上傳：檔案過大
Studio.MaterialManager.CreateDialog.Uploading,,,Uploading Texture Map...,Uploading Texture Map...,جارٍ تحميل خريطة الهيئة...,Textur-Map wird hochgeladen ...,Cargando mapa de textura...,Téléchargement de la carte des textures en cours...,टेक्स्चर मैप अपलोड किया जा रहा है...,Meng-upload Peta Tekstur...,Caricamento Mappa Texture...,テクスチャマップをアップロード中...,텍스처 맵을 업로드하는 중...,Przesyłanie mapy tekstur...,Enviando Mapa de Textura...,,กำลังอัปโหลดแผนที่พื้นผิว...,Doku haritası yükleniyor...,Đang Tải Lên Bản Đồ Kết Cấu...,正在上传纹理地图...,正在上传纹理地图...,正在上傳紋理圖……
Studio.MaterialManager.CreateDialog.Location,,,Location,Location,الموقع,Ort,Ubicación,Localisation,लोकेशन,Lokasi,Posizione,場所,위치,Lokalizacja,Local,,ตำแหน่งที่ตั้ง,Konum,Vị Trí,地点,地点,地點
Studio.MaterialManager.MaterialTiling.Tiling,,,Tiling,Tiling,البلاط,Fliesen,Mosaico,Carreau,टाइलिंग,Ubin,Piastrellatura,タイル,타일링,Podział na pola,Ladrilhamento,,การวางชิ้นส่วน,Döşeme,Lợp Ngói,砖格,砖格,磚格
Studio.MaterialManager.MaterialTiling.StudsPerTile,,,Studs Per Tile,Studs Per Tile,أزرار لكل لوحة,Noppen pro Kachel,Studs por mosaico,Montants par carreau,हर टाइल में स्टड की संख्या,Kotak Per Ubin,Studs Per Mattonella,タイルあたりのマス数,타일당 스터드 수,Liczba studów na pole,Quadrículas por ladrilho,,Stud ต่อชิ้นส่วน,Karo başına birimkare,Stud/Ô,单一砖块格数,单一砖块格数,單一磚格磚塊數
Studio.MaterialManager.MaterialTiling.Pattern,,,Pattern,Pattern,النمط,Muster,Patrón,Motif,पैटर्न,Pola,Tipo,パターン,패턴,Wzór,Padrão,,รูปแบบ,Desen,Họa Tiết,纹理,纹理,紋路
Studio.MaterialManager.CreateDialog.FailedUrl,,,Failed to find URL,Failed to find URL,فشل العثور على عنوان URL,URL konnte nicht gefunden werden,Error al encontrar la URL,Impossible de trouver l'URL,URL नहीं मिला,Gagal menemukan URL,Impossibile trovare l'URL,URLが見つかりませんでした,URL을 찾지 못했습니다,Nie udało się znaleźć adresu URL,Falha ao encontrar URL,,ค้นหา URL ไม่สำเร็จ,URL bulunamadı,Không tìm được URL,找不到网址,找不到网址,找不到網址
Studio.MaterialManager.CreateDialog.FailedToImportMap,,,Failed to import Texture Map,Failed to import Texture Map,فشل استيراد خريطة الهيئة,Fehler beim Importieren der Textur-Map,Error al importar el mapa de textura,Échec de l'importation de la carte des textures,टेक्स्चर मैप इंपोर्ट नहीं किया जा सका,Gagal mengimpor Peta Tekstur,Impossibile importare la Mappa Texture,テクスチャマップをインポートできませんでした,텍스처 맵을 가져오지 못했습니다,Nie udało się zaimportować mapy tekstur,Falha ao importar Mapa de textura,,นำเข้าแผนที่พื้นผิวไม่สำเร็จ,Doku haritası içe aktarılamadı,Không nhập được Bản Đồ Kết Cấu,导入纹理地图失败,导入纹理地图失败,無法匯入紋理圖
Studio.MaterialManager.CreateDialog.FailedToUploadFromFileMap,,,Failed to upload,Failed to upload,فشل التحميل,Upload fehlgeschlagen,Error al cargar,Échec du téléchargement,अपलोड नहीं हो सका,Gagal meng-upload,Caricamento non riuscito,アップロードできませんでした,업로드하지 못했습니다,Nie udało się przesłać,Falha ao fazer upload,,อัปโหลดไม่สำเร็จ,Yükleme başarısız,Không tải lên được,上传失败,上传失败,無法上傳
Studio.MaterialManager.MaterialGeneral.General,,,General,General,عام,Allgemein,General,Général,सामान्य,Umum,Generali,全般,일반,Ogólne,Geral,,ทั่วไป,Genel,Chung,通用,通用,一般
Studio.MaterialManager.MaterialOverrides.Overrides,,,Overrides,Overrides,التجاوزات,Überschreibungen,Reemplazos,Substitutions,ओवरराइड करता है,Penggantian,Sostituisce,オーバーライド,재정의,Zastępowanie,Substituições,,แทนที่,Üstünlükler,Ghi Đè,覆盖,覆盖,覆寫
Studio.MaterialManager.OverrideSettings.Overrides,,,Overrides,Overrides,التجاوزات,Überschreibungen,Reemplazos,Substitutions,ओवरराइड करता है,Penggantian,Sostituisce,オーバーライド,재정의,Zastępowanie,Substituições,,แทนที่,Üstünlükler,Ghi Đè,覆盖,覆盖,覆寫
Studio.MaterialManager.OverrideSettings.SetOverride,,,Set as Override,Set as Override,تعيين كتجاوز,Als Überschreibung festlegen,Establecer como Reemplazo,Définir comme remplacement,ओवरराइड के रूप में सेट करें,Atur sebagai Penggantian,Imposta Sostituisci,オーバーライドに設定,재정의로 설정,Ustaw jako zastąpienie,Definir como substituição,,กำหนดเป็นการแทนที่,Üstünlük olarak belirle,Đặt thành Ghi Đè,设为覆盖,设为覆盖,設為覆寫
Studio.MaterialManager.CreateDialog.FailedToUploadTooLarge,,,Failed to upload: file is too large,Failed to upload: file is too large,فشل التحميل: الملف كبير جدًا,Upload fehlgeschlagen: Datei ist zu groß,Error al cargar: el archivo es demasiado grande,Impossible de télécharger : le fichier est trop volumineux,अपलोड नहीं हो सका : फ़ाइल बहुत बड़ी है,Upload gagal: file terlalu besar,Caricamento non riuscito: file troppo grande,アップロードできませんでした。ファイルが大きすぎます,업로드 실패: 파일이 너무 큽니다,Nie udało się przesłać: plik jest za duży,Falha no upload: o arquivo é grande demais,,อัปโหลดไม่สำเร็จ: ไฟล์มีขนาดใหญ่เกินไป,Yükleme başarısız: dosya çok büyük,Không tải lên được: tệp quá lớn,上传失败：文件太大,上传失败：文件太大,無法上傳：檔案過大
