Key,Context,Example,Source,en-us
Studio.TerrainEditor.SelectionWarning.SizeMax,,,Size needs to be smaller than 16384x16384x16384.,Size needs to be smaller than 16384x16384x16384.
Studio.TerrainEditor.BuildSettings.CraterRadius,,,Crater Radius,Crater Radius
Studio.TerrainEditor.BuildSettings.Transform,,,Transform,Transform
Studio.TerrainEditor.BuildSettings.TopRadius,,,Top Radius,Top Radius
Studio.TerrainEditor.BuildSettings.WaterLevel,,,Water Level,Water Level
Studio.TerrainEditor.TerrainType.Mountain,,,Mountain,Mountain
Studio.TerrainEditor.TerrainType.Volcano,,,Volcano,Volcano
Studio.TerrainEditor.BuildSettings.AdvancedNoise,,,Advanced Noise,Advanced Noise
Studio.TerrainEditor.BuildSettings.Offset,,,Offset,Offset
Studio.TerrainEditor.BuildSettings.Seed,,,Seed,Seed
Studio.TerrainEditor.TerrainType.Lake,,,Lake,Lake
Studio.TerrainEditor.BuildSettings.BankSize,,,Bank Size,Bank Size
Studio.TerrainEditor.BuildSettings.CraterDepth,,,Crater Depth,Crater Depth
Studio.TerrainEditor.BuildSettings.FillBottom,,,Fill Bottom,Fill Bottom
Studio.TerrainEditor.BaseTool.Build,,,Build,Build
Studio.TerrainEditor.BuildSettings.Amplitude,,,Amplitude,Amplitude
Studio.TerrainEditor.TerrainType.Crater,,,Crater,Crater
Studio.TerrainEditor.TerrainType.Plain,,,Plain,Plain
Studio.TerrainEditor.BuildSettings.Frequency,,,Frequency,Frequency
Studio.TerrainEditor.BuildSettings.SnapToVoxels,,,Snap to Voxels,Snap to Voxels
Studio.TerrainEditor.TerrainType.Arctic,,,Arctic,Arctic
Studio.TerrainEditor.EnumType.TerrainType,,,Terrain Type,Terrain Type
Studio.TerrainEditor.Category.BuildSettings,,,Build Settings,Build Settings
Studio.TerrainEditor.BuildSettings.Position,,,Position,Position
Studio.TerrainEditor.BuildSettings.Size,,,Size,Size
Studio.TerrainEditor.TerrainType.Desert,,,Desert,Desert
Studio.TerrainEditor.BuildSettings.BlendingEdge,,,Blending Edge,Blending Edge
Studio.TerrainEditor.TerrainType.Mesa,,,Mesa,Mesa
Studio.TerrainEditor.BuildSettings.RimHeight,,,Rim Height,Rim Height
Studio.TerrainEditor.BuildSettings.TerrainType,,,Terrain Type,Terrain Type
Studio.TerrainEditor.BuildSettings.Material,,,Material,Material
Studio.TerrainEditor.Operations.CutDescription,,,Removing voxels in the selection.,Removing voxels in the selection.
Studio.TerrainEditor.Operations.DeleteDescription,,,Deleting voxels in the selection.,Deleting voxels in the selection.
Studio.TerrainEditor.Operations.MergeEmptyDescription,,,Clear voxels in target.,Clear voxels in target.
Studio.TerrainEditor.Operations.DeleteName,,,Delete,Delete
Studio.TerrainEditor.Operations.CutName,,,Cut,Cut
Studio.TerrainEditor.Operations.MergeEmptyName,,,Merge Empty,Merge Empty
Studio.TerrainEditor.BuildSettings.Commit,,,Commit,Commit
Studio.TerrainEditor.ImportWarning.Volume,,,The region volume is too large,The region volume is too large
Studio.TerrainEditor.MaterialPresetSettings.Unit,,,Unit,Unit
Studio.TerrainEditor.MaterialUnit.Stud,,,Stud,Stud
Studio.TerrainEditor.MaterialUnit.Percentage,,,Percentage,Percentage
Studio.TerrainEditor.Category.MaterialPresetSettings,,,Material Preview Settings,Material Preview Settings
Studio.TerrainEditor.MaterialPresetSettings.Material,,,Material,Material
Studio.TerrainEditor.MaterialPresetSettings.Slope,,,Slope,Slope
Studio.TerrainEditor.MaterialPresetSettings.Edit,,,Edit,Edit
Studio.TerrainEditor.MaterialPresetSettings.MaterialSettings,,,Material Settings,Material Settings
Studio.TerrainEditor.BuildSettings.NoiseScale,,,Noise Scale,Noise Scale
Studio.TerrainEditor.MaterialPresetSettings.FillMaterial,,,Fill Material,Fill Material
Studio.TerrainEditor.BuildSettings.Confirm,,,Confirm,Confirm
Studio.TerrainEditor.BuildSettings.NoiseStrength,,,Noise Strength,Noise Strength
Studio.TerrainEditor.MaterialPresetSettings.FallbackMaterial,,,Fallback,Fallback
Studio.TerrainEditor.BuildSettings.CliffSlope,,,Cliff Slope,Cliff Slope
Studio.TerrainEditor.NumberWarning.InvalidNumber,,,Invalid integer value.,Invalid integer value.
Studio.TerrainEditor.BiomeWarning.NoBiomesSelected,,,At least one biome needs to be selected.,At least one biome needs to be selected.
Studio.TerrainEditor.SelectionWarning.OutOfBounds,,,Parts of the selection are outside of the maximum terrain size.,Parts of the selection are outside of the maximum terrain size.
Studio.TerrainEditor.Category.AdditionalSettings,,,Additional Settings,Additional Settings
Studio.TerrainEditor.Category.ElevationSettings,,,Elevation Distribution,Elevation Distribution
Studio.TerrainEditor.AdditionalSettings.FallbackMaterial,,,Fallback,Fallback
Studio.TerrainEditor.ElevationSettings.Unit,,,Unit,Unit
Studio.TerrainEditor.ElevationSettings.FillMaterial,,,Fill Material,Fill Material
Studio.TerrainEditor.ElevationSettings.Material,,,Material,Material
Studio.TerrainEditor.ElevationSettings.Slope,,,Slope,Slope
Studio.TerrainEditor.ElevationSettings.Edit,,,Edit,Edit
Studio.TerrainEditor.ElevationSettings.MaterialSettings,,,Material Settings,Material Settings
Studio.TerrainEditor.Viewport.ConfirmMessage,,,"Previewing now, confirm to commit it to terrain.","Previewing now, confirm to commit it to terrain."
Studio.TerrainEditor.Viewport.Confirm,,,Confirm,Confirm
Studio.TerrainEditor.Viewport.RegenerateMessage,,,Generation complete.,Generation complete.
Studio.TerrainEditor.Viewport.Regenerate,,,Generate Again,Generate Again
Studio.TerrainEditor.BuildSettings.Rotation,,,Rotation,Rotation
Studio.TerrainEditor.SelectionWarning.NaN,,,All entries must be numerical.,All entries must be numerical.
Studio.TerrainEditor.SelectionWarning.Volume,,,"Volume is too large, please reduce the size.","Volume is too large, please reduce the size."
Studio.TerrainEditor.Tooltip.Slope,,,Material is applied only within this slope angle range.,Material is applied only within this slope angle range.
Studio.TerrainEditor.AdditionalSettings.FillMaterial,,,Fill,Fill
Studio.TerrainEditor.Tooltip.FallbackMaterial,,,Material that is applied when no other material is applicable.,Material that is applied when no other material is applicable.
Studio.TerrainEditor.Tooltip.FillMaterial,,,Material applied to the bottom of craters and calderas.,Material applied to the bottom of craters and calderas.
Studio.TerrainEditor.BuildSettings.TalusSlope,,,Talus Slope,Talus Slope
Studio.TerrainEditor.BuildSettings.TalusHeight,,,Talus Height,Talus Height
Studio.TerrainEditor.NumberWarning.NaN,,,Not a number.,Not a number.
Studio.TerrainEditor.Operations.SmoothVoxelsName,,,Upgrading Smooth Voxels,Upgrading Smooth Voxels
Studio.TerrainEditor.Operations.SmoothVoxelsDescription,,,Replacing voxels...,Replacing voxels...
Studio.TerrainEditor.SmoothVoxels.Description,,,Click Upgrade to improve the cohesion of your terrain.,Click Upgrade to improve the cohesion of your terrain.
Studio.TerrainEditor.SmoothVoxels.Explanation,,,The upgrade will only be applied to this place. This will automatically adjust shallow water shape on existing shorelines. The upgrade can be reverted right after its completion using the Undo command.,The upgrade will only be applied to this place. This will automatically adjust shallow water shape on existing shorelines. The upgrade can be reverted right after its completion using the Undo command.
Studio.TerrainEditor.SmoothVoxels.Title,,,Smooth Voxels,Smooth Voxels
Studio.TerrainEditor.NumberWarning.Minimum,,,Value must be greater than 0.,Value must be greater than 0.
Studio.App.GenerativeAI.CopiedToClipboard,,,Copied to clipboard,Copied to clipboard
Studio.App.AddImageDialog.ChooseFile,,,Choose File,Choose File
Studio.App.AddImageDialog.ChooseImageUpload,,,Choose image to upload,Choose image to upload
Studio.App.AddImageDialog.CreateAssetName,,,Creating asset name...,Creating asset name...
Studio.App.AddImageDialog.FileDoesNotExist,,,File does not exist,File does not exist
Studio.App.AddImageDialog.Image,,,Image:,Image:
Studio.App.AddImageDialog.ImageFileRequired,,,Image file is required,Image file is required
Studio.App.AddImageDialog.Name,,,Name:,Name:
Studio.App.AutoSaveDialog.ConfirmAutoSaveDelete,,,Confirm Auto-Save Delete,Confirm Auto-Save Delete
Studio.App.AutoSaveDialog.DeleteAllAutoSaves1,,,Do you want to delete all auto-save files?  There are %1 file(s).,Do you want to delete all auto-save files?  There are %1 file(s).
Studio.App.AutoSave.AutoSaveRecovery,,,Auto-Save Recovery,Auto-Save Recovery
Studio.App.AutocompleteMenu.MoreChildrenItemTextFmt1,,,%1 more children...,%1 more children...
Studio.App.AutocompleteTooltip.FunctionNumberLabelTextFmt2,,,%1 of %2,%1 of %2
Studio.App.BetaFeatures.BetaFeatures,,,Beta Features,Beta Features
Studio.App.BetaFeatures.CloudLoadFailedFmt1,,,Failed to load beta features from cloud: %1,Failed to load beta features from cloud: %1
Studio.App.BetaFeatures.CloudReloadPrompt,,,Beta features enabled for this account differ from those saved locally. Updated Beta features will not be available until you restart Studio.,Beta features enabled for this account differ from those saved locally. Updated Beta features will not be available until you restart Studio.
Studio.App.BetaFeatures.CouldBeUnstable,,,Note: Beta features could be unstable resulting in data loss or game corruption,Note: Beta features could be unstable resulting in data loss or game corruption
Studio.App.BetaFeatures.Details,,,Details,Details
Studio.App.BetaFeatures.LearnMoreTooltip,,,Learn More,Learn More
Studio.App.BetaFeatures.Name,,,Name,Name
Studio.App.BetaFeatures.RestartStudioTitle,,,Restart Studio,Restart Studio
Studio.App.BetaFeatures.RestartWarning,,,Beta features will not be activated until you restart Studio,Beta features will not be activated until you restart Studio
Studio.App.BetaFeatures.SelectFeaturesToActivate,,,Select beta features to activate,Select beta features to activate
Studio.App.BetaFeatures.SomethingChangedPrompt,,,Would you like to restart Studio now?,Would you like to restart Studio now?
Studio.App.BetaFeatures.TryCoolFeatures,,,Try out cool new Studio features! Your feedback is invaluable to us as we move forward towards building a powerful imagination platform.,Try out cool new Studio features! Your feedback is invaluable to us as we move forward towards building a powerful imagination platform.
Studio.App.Breakpoints.DeleteAllBreakpoints,,,Delete All Breakpoints,Delete All Breakpoints
Studio.App.Breakpoints.DeleteSelectedBreakpoint,,,Delete Selected Breakpoint,Delete Selected Breakpoint
Studio.App.Breakpoints.GoToSourceCode,,,Go To Source Code,Go To Source Code
Studio.App.BulkImport.CancelImport,,,Cancel Import,Cancel Import
Studio.App.BulkImport.CloseWindow,,,Close Window,Close Window
Studio.App.BulkImport.Collapse,,,Collapse,Collapse
Studio.App.BulkImport.Completed,,,Completed,Completed
Studio.App.BulkImport.Expand,,,Expand,Expand
Studio.App.BulkImport.Import,,,Import,Import
Studio.App.BulkImport.ProgressFmt2,,,Imported %1 of %2 files,Imported %1 of %2 files
Studio.App.CalibrateDeviceScalingDialog.CalibrateDeviceScaling,,,Calibrate Device Scaling,Calibrate Device Scaling
Studio.App.CalibrateDeviceScalingDialog.DecreaseImageSize,,,Decrease image size,Decrease image size
Studio.App.CalibrateDeviceScalingDialog.EstimateScreenSize,,,"To accurately scale to physical size, we need to get an estimate of your screen size.","To accurately scale to physical size, we need to get an estimate of your screen size."
Studio.App.CalibrateDeviceScalingDialog.IncreaseImageSize,,,Increase image size,Increase image size
Studio.App.CallStackWidget.CurrentScript,,,Current Script: ,Current Script: 
Studio.App.CallStack.CallStack,,,Call Stack,Call Stack
Studio.App.CallStack.Frame,,,Frame,Frame
Studio.App.CallStack.FunctionExplanation,,,Function Explanation,Function Explanation
Studio.App.CallStack.FunctionName,,,Function Name,Function Name
Studio.App.CallStack.LineNo,,,Line No.,Line No.
Studio.App.CallStack.Source,,,Source,Source
Studio.App.CallStack.What,,,What,What
Studio.App.ChatSessionHandler.All,,,All,All
Studio.App.ChatSessionHandler.TeamChat,,,Team Chat,Team Chat
Studio.App.ClientServerToggleFTUE.ClientServerToggle,,,Client/Server Toggle,Client/Server Toggle
Studio.App.ClientServerToggleFTUE.ToggleClientServerMode,,,Click on the icon to toggle between client and server mode while testing,Click on the icon to toggle between client and server mode while testing
Studio.App.ContextMenuDropdown.Archive,,,Archive,Archive
Studio.App.ContextMenuDropdown.ConfigureGame,,,Configure game,Configure game
Studio.App.ContextMenuDropdown.ConfigurePlace,,,Configure place,Configure place
Studio.App.ContextMenuDropdown.DisableTeamCreate,,,Disable Team Create,Disable Team Create
Studio.App.ContextMenuDropdown.EnableTeamCreate,,,Enable Team Create,Enable Team Create
Studio.App.ContextMenuDropdown.MakePrivate,,,Make private,Make private
Studio.App.ContextMenuDropdown.MakePublic,,,Make public,Make public
Studio.App.ContextMenuDropdown.OpenPlacePage,,,Open place page,Open place page
Studio.App.ContextMenuDropdown.RemoveFromList,,,Remove from list,Remove from list
Studio.App.ContextMenuDropdown.Restore,,,Restore,Restore
Studio.App.CreateNewGameWidget.CreateNewGame,,,Create New Game,Create New Game
Studio.App.CreateNewGameWidget.GroupHasNoArchivedGames,,,This group doesn't have any archived games,This group doesn't have any archived games
Studio.App.CreateNewGameWidget.GroupHasNoGames,,,This group doesn't have any games,This group doesn't have any games
Studio.App.CreateNewGameWidget.LearnMore,,,Learn More,Learn More
Studio.App.CreateNewGameWidget.NoArchivedGames,,,You don't have any archived games,You don't have any archived games
Studio.App.CreateNewGameWidget.NoArchivedGamesFound,,,No archived games found,No archived games found
Studio.App.CreateNewGameWidget.NoEditInvitations,,,You haven't been invited to edit any games,You haven't been invited to edit any games
Studio.App.CreateNewGameWidget.NoGamesFound,,,No games found,No games found
Studio.App.CreateNewGameWidget.NoRecentEditedGames,,,You haven't edited any games recently,You haven't edited any games recently
Studio.App.CreateNewGameWidget.YouDontHaveAnyGames,,,You don't have any games,You don't have any games
Studio.App.CurrentlyEditingWindow.CurrentlyEditing,,,Currently Editing,Currently Editing
Studio.App.DebuggerViewsManager.Breakpoints,,,Breakpoints,Breakpoints
Studio.App.DebuggerViewsManager.Watch,,,Watch,Watch
Studio.App.EmbeddedFindReplaceWidget.MatchCase,,,Match Case,Match Case
Studio.App.EmbeddedFindReplaceWidget.MatchWholeWord,,,Match Whole Word,Match Whole Word
Studio.App.EmbeddedFindReplaceWidget.RegularExpression,,,Regular Expression,Regular Expression
Studio.App.EmbeddedFindReplaceWidget.ReplaceAll,,,Replace All,Replace All
Studio.App.EmbeddedFindReplaceWidget.ReplaceNext,,,Replace Next,Replace Next
Studio.App.EmulatorMainWidget.ActualResolution,,,Actual Resolution,Actual Resolution
Studio.App.EmulatorMainWidget.CalibratePhysicalScaling,,,Calibrate Physical Scaling,Calibrate Physical Scaling
Studio.App.EmulatorMainWidget.FitToWindow,,,Fit to Window,Fit to Window
Studio.App.EmulatorMainWidget.PhysicalSize,,,Physical Size,Physical Size
Studio.App.EmulatorMainWidget.RotateMobileDeviceOrientation,,,Rotate mobile device orientation,Rotate mobile device orientation
Studio.App.EmulatorMainWidget.RotatePhonesTablets,,,You can only rotate phones and tablets,You can only rotate phones and tablets
Studio.App.FindAllDialog.AllScripts,,,All Scripts,All Scripts
Studio.App.FindAllDialog.CurrentScript,,,Current Script,Current Script
Studio.App.FindAllDialog.FindAll,,,Find All,Find All
Studio.App.FindAllDialog.FindInAllScripts,,,Find in all scripts,Find in all scripts
Studio.App.FindAllDialog.FindOptions,,,Find Options,Find Options
Studio.App.FindAllDialog.FindWhat,,,Find what: ,Find what: 
Studio.App.FindAllDialog.LookIn,,,Look in: ,Look in: 
Studio.App.FindAllDialog.MatchCase,,,Match case,Match case
Studio.App.FindAllDialog.MatchWholeWordOnly,,,Match whole word only,Match whole word only
Studio.App.FindAllDialog.RegularExpression,,,Regular expression,Regular expression
Studio.App.FlagEditor.OfferRestart,,,You must restart Studio for fast flag changes to take effect.,You must restart Studio for fast flag changes to take effect.
Studio.App.FlagEditor.OfferRestartTitle,,,Overrides Saved,Overrides Saved
Studio.App.GameExplorer.AddAssets,,,Add Assets,Add Assets
Studio.App.GameExplorer.AddNewPlace,,,Add New Place,Add New Place
Studio.App.GameExplorer.ConfigureBadge,,,Configure,Configure
Studio.App.GameExplorer.CopyIdToClipboard,,,Copy ID to Clipboard,Copy ID to Clipboard
Studio.App.GameExplorer.CopyTextureIdToClipboard,,,Copy Texture ID to Clipboard,Copy Texture ID to Clipboard
Studio.App.GameExplorer.CreateBadge,,,Create Badge,Create Badge
Studio.App.GameExplorer.GameSettings,,,Game Settings...,Game Settings...
Studio.App.GameExplorer.InsertAsLocalScript,,,Insert as LocalScript,Insert as LocalScript
Studio.App.GameExplorer.InsertAsModuleScript,,,Insert as ModuleScript,Insert as ModuleScript
Studio.App.GameExplorer.InsertAsScript,,,InsertAsScript,InsertAsScript
Studio.App.GameExplorer.InsertWithLocation,,,Insert with location,Insert with location
Studio.App.GameExplorer.MarkAsStartPlace,,,Mark as Start Place,Mark as Start Place
Studio.App.GameExplorer.MassUpdateCurrentPlacePackages,,,Update this Package in Current Place,Update this Package in Current Place
Studio.App.GameExplorer.ProductSettings,,,Product Settings...,Product Settings...
Studio.App.GameExplorer.PublishLinkedSource,,,Publish this LinkedSource,Publish this LinkedSource
Studio.App.GameExplorer.RefreshScript,,,Refresh Script,Refresh Script
Studio.App.GameExplorer.RemoveFromGame,,,Remove From Game,Remove From Game
Studio.App.GameExplorer.RevertToLastPublishedVersion,,,Revert to Last Published Version,Revert to Last Published Version
Studio.App.GameExplorer.ViewOnWebsite,,,View on website,View on website
Studio.App.GameGridViewWithHeader.Sort,,,Sort:,Sort:
Studio.App.GameWidget.LocalFile,,,Local File,Local File
Studio.App.GameWidget.Private,,,Private,Private
Studio.App.GameWidget.Public,,,Public,Public
Studio.App.GameWidget.TemplateHasInstruction,,,This template contains instructions about how to get started in Studio,This template contains instructions about how to get started in Studio
Studio.App.GamesPageController.Alphabetical,,,Alphabetical,Alphabetical
Studio.App.GamesPageController.DateCreated,,,Date Created,Date Created
Studio.App.GamesPageController.DateCreatedDescending,,,Date Created (Descending),Date Created (Descending)
Studio.App.GamesPageController.LastModified,,,Last Modified,Last Modified
Studio.App.GoToLineDialog.LineNumber,,,Line number:,Line number:
Studio.App.GradientEditor.Time,,,Time,Time
Studio.App.IdeDoc.AllRobloxPlaceFilesFileFilter,,,All Roblox Place Files(*rbxl *rbxlx);; Roblox Place Files(*.rbxl);; Roblox XML Place Files(*.rbxlx),All Roblox Place Files(*rbxl *rbxlx);; Roblox Place Files(*.rbxl);; Roblox XML Place Files(*.rbxlx)
Studio.App.IdeDoc.AnimationFilesFBX,,,Animation Files (*fbx),Animation Files (*fbx)
Studio.App.IdeDoc.AudioDisabledGoToServerAudioBehaviorToChange,,,Audio has been disabled. Please go to File->Settings->Studio and then Server Audio Behavior to change this.,Audio has been disabled. Please go to File->Settings->Studio and then Server Audio Behavior to change this.
